"e","# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","1612829774016","main.py",""
"e","=","","134","1612833506765","task2.py",""
"k","=","","135","1612833506766","task2.py",""
"e"," ","","135","1612833506841","task2.py",""
"k"," ","","136","1612833506841","task2.py",""
"e","i","","136","1612833507556","task2.py",""
"k","i","","137","1612833507556","task2.py",""
"e","n","","137","1612833507596","task2.py",""
"k","n","","138","1612833507597","task2.py",""
"e","p","","138","1612833507740","task2.py",""
"k","p","","139","1612833507746","task2.py",""
"e","u","","139","1612833507853","task2.py",""
"k","u","","140","1612833507857","task2.py",""
"e","t","","140","1612833507925","task2.py",""
"k","t","","141","1612833507929","task2.py",""
"e","(","","141","1612833508427","task2.py",""
"e",")","","142","1612833508437","task2.py",""
"k","(","","142","1612833508437","task2.py",""
"e","""","","142","1612833508674","task2.py",""
"e","""","","143","1612833508687","task2.py",""
"k","""","","143","1612833508687","task2.py",""
"e","E","","143","1612833510223","task2.py",""
"k","E","","144","1612833510223","task2.py",""
"e","m","","144","1612833510363","task2.py",""
"k","m","","145","1612833510363","task2.py",""
"e","t","","145","1612833510487","task2.py",""
"k","t","","146","1612833510487","task2.py",""
"a","Backspace","","","1612833510769","task2.py",""
"e","","t","145","1612833510775","task2.py",""
"e","n","","145","1612833511826","task2.py",""
"k","n","","146","1612833511827","task2.py",""
"e","t","","146","1612833511925","task2.py",""
"k","t","","147","1612833511926","task2.py",""
"e","e","","147","1612833512152","task2.py",""
"k","e","","148","1612833512152","task2.py",""
"e","r","","148","1612833512200","task2.py",""
"k","r","","149","1612833512200","task2.py",""
"e"," ","","149","1612833512315","task2.py",""
"k"," ","","150","1612833512316","task2.py",""
"e","t","","150","1612833512505","task2.py",""
"k","t","","151","1612833512506","task2.py",""
"e","h","","151","1612833512612","task2.py",""
"k","h","","152","1612833512613","task2.py",""
"a","Backspace","","","1612833513176","task2.py",""
"e","","h","151","1612833513182","task2.py",""
"a","Backspace","","","1612833513355","task2.py",""
"e","","t","150","1612833513362","task2.py",""
"a","Backspace","","","1612833513510","task2.py",""
"e",""," ","149","1612833513518","task2.py",""
"a","Backspace","","","1612833513683","task2.py",""
"e","","r","148","1612833513690","task2.py",""
"a","Backspace","","","1612833513863","task2.py",""
"e","","e","147","1612833513870","task2.py",""
"a","Backspace","","","1612833514044","task2.py",""
"e","","t","146","1612833514052","task2.py",""
"a","Backspace","","","1612833514215","task2.py",""
"e","","n","145","1612833514222","task2.py",""
"a","Backspace","","","1612833514584","task2.py",""
"e","","m","144","1612833514626","task2.py",""
"e","n","","144","1612833514932","task2.py",""
"k","n","","145","1612833514933","task2.py",""
"e","t","","145","1612833515080","task2.py",""
"k","t","","146","1612833515080","task2.py",""
"e","e","","146","1612833515740","task2.py",""
"k","e","","147","1612833515741","task2.py",""
"e","r","","147","1612833515824","task2.py",""
"k","r","","148","1612833515825","task2.py",""
"e"," ","","148","1612833515859","task2.py",""
"k"," ","","149","1612833515860","task2.py",""
"e","t","","149","1612833516068","task2.py",""
"k","t","","150","1612833516068","task2.py",""
"e","h","","150","1612833516151","task2.py",""
"k","h","","151","1612833516151","task2.py",""
"e","e","","151","1612833516203","task2.py",""
"k","e","","152","1612833516204","task2.py",""
"e"," ","","152","1612833516281","task2.py",""
"k"," ","","153","1612833516282","task2.py",""
"e","w","","153","1612833516708","task2.py",""
"k","w","","154","1612833516709","task2.py",""
"e","i","","154","1612833516783","task2.py",""
"k","i","","155","1612833516783","task2.py",""
"e","d","","155","1612833516890","task2.py",""
"k","d","","156","1612833516891","task2.py",""
"e","t","","156","1612833517288","task2.py",""
"k","t","","157","1612833517288","task2.py",""
"e","h","","157","1612833517352","task2.py",""
"k","h","","158","1612833517353","task2.py",""
"a","Left","","","1612833518550","task2.py",""
"a","Up","","","1612833518744","task2.py",""
"a","Left","","","1612833519007","task2.py",""
"a","Left","","","1612833519529","task2.py",""
"a","Left","","","1612833519559","task2.py",""
"a","Left","","","1612833519590","task2.py",""
"a","Left","","","1612833519633","task2.py",""
"a","Left","","","1612833519676","task2.py",""
"a","Left","","","1612833519705","task2.py",""
"a","Left","","","1612833519737","task2.py",""
"a","Left","","","1612833519766","task2.py",""
"a","Left","","","1612833520005","task2.py",""
"a","Left","","","1612833520204","task2.py",""
"a","Left","","","1612833520406","task2.py",""
"e","e","","88","1612833520824","task2.py",""
"k","e","","89","1612833520825","task2.py",""
"e","v","","89","1612833521115","task2.py",""
"k","v","","90","1612833521122","task2.py",""
"e","a","","90","1612833521185","task2.py",""
"k","a","","91","1612833521191","task2.py",""
"e","l","","91","1612833521266","task2.py",""
"k","l","","92","1612833521270","task2.py",""
"e","(","","92","1612833522581","task2.py",""
"k","(","","93","1612833522582","task2.py",""
"a","Right","","","1612833522926","task2.py",""
"a","Right","","","1612833523446","task2.py",""
"a","Right","","","1612833523478","task2.py",""
"a","Right","","","1612833523510","task2.py",""
"a","Right","","","1612833523541","task2.py",""
"a","Right","","","1612833523572","task2.py",""
"a","Right","","","1612833523603","task2.py",""
"a","Right","","","1612833523632","task2.py",""
"a","Right","","","1612833523663","task2.py",""
"a","Right","","","1612833523693","task2.py",""
"a","Right","","","1612833523723","task2.py",""
"a","Right","","","1612833523753","task2.py",""
"a","Right","","","1612833523784","task2.py",""
"a","Right","","","1612833523828","task2.py",""
"a","Right","","","1612833523869","task2.py",""
"a","Right","","","1612833523900","task2.py",""
"a","Right","","","1612833523930","task2.py",""
"a","Right","","","1612833523960","task2.py",""
"a","Right","","","1612833523991","task2.py",""
"a","Right","","","1612833524022","task2.py",""
"a","Right","","","1612833524052","task2.py",""
"a","Right","","","1612833524081","task2.py",""
"a","Right","","","1612833524112","task2.py",""
"a","Right","","","1612833524142","task2.py",""
"a","Right","","","1612833524173","task2.py",""
"a","Right","","","1612833524204","task2.py",""
"a","Right","","","1612833524234","task2.py",""
"a","Right","","","1612833524263","task2.py",""
"a","Right","","","1612833524293","task2.py",""
"a","Right","","","1612833524324","task2.py",""
"a","Right","","","1612833524367","task2.py",""
"a","Right","","","1612833524397","task2.py",""
"a","Right","","","1612833524427","task2.py",""
"a","Right","","","1612833524457","task2.py",""
"a","Right","","","1612833524488","task2.py",""
"a","Right","","","1612833524517","task2.py",""
"a","Right","","","1612833524551","task2.py",""
"a","Right","","","1612833524581","task2.py",""
"a","Right","","","1612833524613","task2.py",""
"a","Left","","","1612833524907","task2.py",""
"a","Left","","","1612833525220","task2.py",""
"a","Left","","","1612833525521","task2.py",""
"a","Left","","","1612833525833","task2.py",""
"e",")","","128","1612833526571","task2.py",""
"k",")","","129","1612833526571","task2.py",""
"a","Down","","","1612833527135","task2.py",""
"a","Left","","","1612833527244","task2.py",""
"a","Right","","","1612833527980","task2.py",""
"a","Right","","","1612833528967","task2.py",""
"a","Up","","","1612833529317","task2.py",""
"a","Up","","","1612833529585","task2.py",""
"a","Up","","","1612833529884","task2.py",""
"a","Down","","","1612833530282","task2.py",""
"a","Backspace","","","1612833533983","task2.py",""
"e","",")","128","1612833533992","task2.py",""
"e",")","","128","1612833536843","task2.py",""
"k",")","","129","1612833536843","task2.py",""
"a","Down","","","1612833538188","task2.py",""
"a","Left","","","1612833542373","task2.py",""
"a","Left","","","1612833542908","task2.py",""
"a","Left","","","1612833542940","task2.py",""
"a","Left","","","1612833542966","task2.py",""
"a","Left","","","1612833543002","task2.py",""
"a","Left","","","1612833543031","task2.py",""
"a","Left","","","1612833543058","task2.py",""
"a","Left","","","1612833543091","task2.py",""
"a","Left","","","1612833543119","task2.py",""
"a","Left","","","1612833543151","task2.py",""
"a","Left","","","1612833543182","task2.py",""
"a","Left","","","1612833543213","task2.py",""
"a","Left","","","1612833543244","task2.py",""
"a","Left","","","1612833543282","task2.py",""
"a","Left","","","1612833543315","task2.py",""
"a","Left","","","1612833543346","task2.py",""
"a","Left","","","1612833543373","task2.py",""
"a","Left","","","1612833543407","task2.py",""
"a","Left","","","1612833543440","task2.py",""
"a","Left","","","1612833543470","task2.py",""
"a","Left","","","1612833543622","task2.py",""
"a","Left","","","1612833543851","task2.py",""
"a","Left","","","1612833544020","task2.py",""
"a","Left","","","1612833544285","task2.py",""
"e","e","","142","1612833545016","task2.py",""
"k","e","","143","1612833545016","task2.py",""
"e","v","","143","1612833545220","task2.py",""
"k","v","","144","1612833545227","task2.py",""
"e","a","","144","1612833545425","task2.py",""
"k","a","","145","1612833545431","task2.py",""
"e","l","","145","1612833545522","task2.py",""
"k","l","","146","1612833545525","task2.py",""
"e","(","","146","1612833545991","task2.py",""
"k","(","","147","1612833545991","task2.py",""
"a","Right","","","1612833546674","task2.py",""
"a","Right","","","1612833547203","task2.py",""
"a","Right","","","1612833547234","task2.py",""
"a","Right","","","1612833547263","task2.py",""
"a","Right","","","1612833547294","task2.py",""
"a","Right","","","1612833547323","task2.py",""
"a","Right","","","1612833547354","task2.py",""
"a","Right","","","1612833547385","task2.py",""
"a","Right","","","1612833547415","task2.py",""
"a","Right","","","1612833547445","task2.py",""
"a","Right","","","1612833547487","task2.py",""
"a","Right","","","1612833547518","task2.py",""
"a","Right","","","1612833547548","task2.py",""
"a","Right","","","1612833547577","task2.py",""
"a","Right","","","1612833547611","task2.py",""
"a","Right","","","1612833547644","task2.py",""
"a","Right","","","1612833547671","task2.py",""
"a","Right","","","1612833547704","task2.py",""
"a","Right","","","1612833547733","task2.py",""
"a","Right","","","1612833547766","task2.py",""
"a","Right","","","1612833547794","task2.py",""
"a","Right","","","1612833547824","task2.py",""
"a","Right","","","1612833547853","task2.py",""
"a","Right","","","1612833547884","task2.py",""
"a","Right","","","1612833547914","task2.py",""
"a","Right","","","1612833547948","task2.py",""
"a","Left","","","1612833548206","task2.py",""
"a","Left","","","1612833548475","task2.py",""
"e",")","","171","1612833549354","task2.py",""
"k",")","","172","1612833549354","task2.py",""
"a","Enter","","","1612833550161","task2.py",""
"e","    
","","178","1612833550172","task2.py",""
"e","h","","177","1612833552980","task2.py",""
"k","h","","178","1612833552981","task2.py",""
"e","e","","178","1612833553103","task2.py",""
"k","e","","179","1612833553109","task2.py",""
"e","i","","179","1612833553160","task2.py",""
"k","i","","180","1612833553168","task2.py",""
"e","g","","180","1612833553322","task2.py",""
"k","g","","181","1612833553322","task2.py",""
"e","h","","181","1612833553402","task2.py",""
"k","h","","182","1612833553403","task2.py",""
"e","t","","182","1612833553533","task2.py",""
"k","t","","183","1612833553534","task2.py",""
"e"," ","","183","1612833554059","task2.py",""
"k"," ","","184","1612833554060","task2.py",""
"e","=","","184","1612833554185","task2.py",""
"k","=","","185","1612833554186","task2.py",""
"e"," ","","185","1612833554307","task2.py",""
"k"," ","","186","1612833554308","task2.py",""
"e","e","","186","1612833556287","task2.py",""
"k","e","","187","1612833556287","task2.py",""
"e","v","","187","1612833556487","task2.py",""
"k","v","","188","1612833556493","task2.py",""
"e","a","","188","1612833556717","task2.py",""
"k","a","","189","1612833556723","task2.py",""
"e","l","","189","1612833556792","task2.py",""
"k","l","","190","1612833556796","task2.py",""
"e","(","","190","1612833557762","task2.py",""
"e",")","","191","1612833557774","task2.py",""
"k","(","","191","1612833557774","task2.py",""
"e","i","","191","1612833558075","task2.py",""
"k","i","","192","1612833558076","task2.py",""
"e","n","","192","1612833558157","task2.py",""
"k","n","","193","1612833558165","task2.py",""
"e","p","","193","1612833558293","task2.py",""
"k","p","","194","1612833558300","task2.py",""
"e","u","","194","1612833558402","task2.py",""
"k","u","","195","1612833558408","task2.py",""
"e","t","","195","1612833558512","task2.py",""
"k","t","","196","1612833558517","task2.py",""
"e","""","","196","1612833559351","task2.py",""
"e","""","","197","1612833559361","task2.py",""
"k","""","","197","1612833559361","task2.py",""
"a","Backspace","","","1612833560773","task2.py",""
"e","","""","197","1612833560780","task2.py",""
"e","","""","196","1612833560785","task2.py",""
"e","(","","196","1612833561695","task2.py",""
"e",")","","198","1612833561705","task2.py",""
"k","(","","197","1612833561705","task2.py",""
"e","""","","197","1612833562665","task2.py",""
"e","""","","198","1612833562677","task2.py",""
"k","""","","198","1612833562678","task2.py",""
"e","E","","198","1612833563557","task2.py",""
"k","E","","199","1612833563558","task2.py",""
"e","n","","199","1612833563793","task2.py",""
"k","n","","200","1612833563793","task2.py",""
"e","t","","200","1612833563954","task2.py",""
"k","t","","201","1612833563954","task2.py",""
"e","e","","201","1612833564134","task2.py",""
"k","e","","202","1612833564135","task2.py",""
"e","r","","202","1612833564213","task2.py",""
"k","r","","203","1612833564214","task2.py",""
"e"," ","","203","1612833564302","task2.py",""
"k"," ","","204","1612833564303","task2.py",""
"e","t","","204","1612833564445","task2.py",""
"k","t","","205","1612833564445","task2.py",""
"e","h","","205","1612833564531","task2.py",""
"k","h","","206","1612833564531","task2.py",""
"e","e","","206","1612833564623","task2.py",""
"k","e","","207","1612833564623","task2.py",""
"e"," ","","207","1612833564704","task2.py",""
"k"," ","","208","1612833564705","task2.py",""
"e","h","","208","1612833565141","task2.py",""
"k","h","","209","1612833565142","task2.py",""
"e","e","","209","1612833565221","task2.py",""
"k","e","","210","1612833565221","task2.py",""
"e","i","","210","1612833565989","task2.py",""
"k","i","","211","1612833565990","task2.py",""
"e","g","","211","1612833566085","task2.py",""
"k","g","","212","1612833566086","task2.py",""
"e","h","","212","1612833566188","task2.py",""
"k","h","","213","1612833566188","task2.py",""
"e","t","","213","1612833566307","task2.py",""
"k","t","","214","1612833566308","task2.py",""
"e",":","","214","1612833566955","task2.py",""
"k",":","","215","1612833566956","task2.py",""
"e"," ","","215","1612833567051","task2.py",""
"k"," ","","216","1612833567052","task2.py",""
"e",":","","169","1612833570235","task2.py",""
"k",":","","170","1612833570236","task2.py",""
"e"," ","","170","1612833570317","task2.py",""
"k"," ","","171","1612833570317","task2.py",""
"a","Create Python script chessboard","","","1612833611726","task2.py",""
"e","# Andrew Rolfe
# CS1400 - 001
# Assignment ??","","0","1612833611735","chessboard.py",""
"a","Reformat","","","1612833611768","task2.py",""
"e","
","","45","1612833611779","chessboard.py",""
"a","Backspace","","","1612833619307","chessboard.py",""
"e","","?","44","1612833619313","chessboard.py",""
"a","Backspace","","","1612833619774","chessboard.py",""
"e","","?","43","1612833619783","chessboard.py",""
"e","U","","43","1612833620820","chessboard.py",""
"k","U","","44","1612833620821","chessboard.py",""
"e","n","","44","1612833621396","chessboard.py",""
"k","n","","45","1612833621397","chessboard.py",""
"e","i","","45","1612833621456","chessboard.py",""
"k","i","","46","1612833621456","chessboard.py",""
"e","t","","46","1612833621530","chessboard.py",""
"k","t","","47","1612833621530","chessboard.py",""
"e","3","","47","1612833623043","chessboard.py",""
"k","3","","48","1612833623044","chessboard.py",""
"e","-","","48","1612833624814","chessboard.py",""
"k","-","","49","1612833624814","chessboard.py",""
"e","T","","49","1612833625315","chessboard.py",""
"k","T","","50","1612833625315","chessboard.py",""
"e","a","","50","1612833625786","chessboard.py",""
"k","a","","51","1612833625787","chessboard.py",""
"e","s","","51","1612833625874","chessboard.py",""
"k","s","","52","1612833625875","chessboard.py",""
"e","k","","52","1612833625978","chessboard.py",""
"k","k","","53","1612833625979","chessboard.py",""
"e","2","","53","1612833626469","chessboard.py",""
"k","2","","54","1612833626470","chessboard.py",""
"a","Enter","","","1612833627263","chessboard.py",""
"e","
","","55","1612833627274","chessboard.py",""
"e","d","","55","1612833633551","chessboard.py",""
"k","d","","56","1612833633551","chessboard.py",""
"e","e","","56","1612833633664","chessboard.py",""
"k","e","","57","1612833633675","chessboard.py",""
"e","f","","57","1612833633760","chessboard.py",""
"k","f","","58","1612833633768","chessboard.py",""
"e"," ","","58","1612833634009","chessboard.py",""
"k"," ","","59","1612833634009","chessboard.py",""
"e","d","","59","1612833634680","chessboard.py",""
"k","d","","60","1612833634681","chessboard.py",""
"e","r","","60","1612833634860","chessboard.py",""
"k","r","","61","1612833634869","chessboard.py",""
"e","a","","61","1612833634963","chessboard.py",""
"k","a","","62","1612833634964","chessboard.py",""
"e","w","","62","1612833635048","chessboard.py",""
"k","w","","63","1612833635048","chessboard.py",""
"e","C","","63","1612833636881","chessboard.py",""
"k","C","","64","1612833636882","chessboard.py",""
"e","h","","64","1612833637086","chessboard.py",""
"k","h","","65","1612833637086","chessboard.py",""
"e","e","","65","1612833637204","chessboard.py",""
"k","e","","66","1612833637204","chessboard.py",""
"e","s","","66","1612833637325","chessboard.py",""
"k","s","","67","1612833637326","chessboard.py",""
"e","s","","67","1612833637514","chessboard.py",""
"k","s","","68","1612833637514","chessboard.py",""
"e","b","","68","1612833638299","chessboard.py",""
"k","b","","69","1612833638299","chessboard.py",""
"e","o","","69","1612833638510","chessboard.py",""
"k","o","","70","1612833638511","chessboard.py",""
"e","a","","70","1612833638617","chessboard.py",""
"k","a","","71","1612833638618","chessboard.py",""
"e","r","","71","1612833638709","chessboard.py",""
"k","r","","72","1612833638709","chessboard.py",""
"e","d","","72","1612833638824","chessboard.py",""
"k","d","","73","1612833638825","chessboard.py",""
"a","Backspace","","","1612833639792","chessboard.py",""
"e","","d","72","1612833639798","chessboard.py",""
"a","Backspace","","","1612833639984","chessboard.py",""
"e","","r","71","1612833639991","chessboard.py",""
"e","r","","71","1612833640922","chessboard.py",""
"k","r","","72","1612833640923","chessboard.py",""
"e","d","","72","1612833641014","chessboard.py",""
"k","d","","73","1612833641014","chessboard.py",""
"e","(","","73","1612833642060","chessboard.py",""
"e",")","","74","1612833642072","chessboard.py",""
"k","(","","74","1612833642072","chessboard.py",""
"k",")","","75","1612833642310","chessboard.py",""
"e",":","","75","1612833643092","chessboard.py",""
"k",":","","76","1612833643092","chessboard.py",""
"a","Enter","","","1612833643540","chessboard.py",""
"e","
","","77","1612833643551","chessboard.py",""
"e","    ","","77","1612833643562","chessboard.py",""
"e","p","","81","1612833645097","chessboard.py",""
"k","p","","82","1612833645097","chessboard.py",""
"e","r","","82","1612833645198","chessboard.py",""
"k","r","","83","1612833645208","chessboard.py",""
"e","i","","83","1612833645264","chessboard.py",""
"k","i","","84","1612833645272","chessboard.py",""
"e","n","","84","1612833645316","chessboard.py",""
"k","n","","85","1612833645319","chessboard.py",""
"e","t","","85","1612833645437","chessboard.py",""
"k","t","","86","1612833645441","chessboard.py",""
"e","(","","86","1612833646235","chessboard.py",""
"e",")","","87","1612833646245","chessboard.py",""
"k","(","","87","1612833646245","chessboard.py",""
"e","""","","87","1612833647216","chessboard.py",""
"e","""","","88","1612833647226","chessboard.py",""
"k","""","","88","1612833647226","chessboard.py",""
"e","p","","88","1612833647501","chessboard.py",""
"k","p","","89","1612833647501","chessboard.py",""
"e","e","","89","1612833647634","chessboard.py",""
"k","e","","90","1612833647634","chessboard.py",""
"e","e","","90","1612833647886","chessboard.py",""
"k","e","","91","1612833647887","chessboard.py",""
"e"," ","","91","1612833648190","chessboard.py",""
"k"," ","","92","1612833648191","chessboard.py",""
"e","p","","92","1612833648413","chessboard.py",""
"k","p","","93","1612833648413","chessboard.py",""
"e","e","","93","1612833648499","chessboard.py",""
"k","e","","94","1612833648500","chessboard.py",""
"e","e","","94","1612833648656","chessboard.py",""
"k","e","","95","1612833648656","chessboard.py",""
"e"," ","","95","1612833648747","chessboard.py",""
"k"," ","","96","1612833648748","chessboard.py",""
"e","p","","96","1612833649081","chessboard.py",""
"k","p","","97","1612833649081","chessboard.py",""
"e","o","","97","1612833649191","chessboard.py",""
"k","o","","98","1612833649191","chessboard.py",""
"e"," ","","98","1612833649431","chessboard.py",""
"k"," ","","99","1612833649431","chessboard.py",""
"a","Backspace","","","1612833649823","chessboard.py",""
"e",""," ","98","1612833649831","chessboard.py",""
"e","o","","98","1612833650049","chessboard.py",""
"k","o","","99","1612833650050","chessboard.py",""
"e"," ","","99","1612833650266","chessboard.py",""
"k"," ","","100","1612833650266","chessboard.py",""
"e","p","","100","1612833650461","chessboard.py",""
"k","p","","101","1612833650462","chessboard.py",""
"e","o","","101","1612833650561","chessboard.py",""
"k","o","","102","1612833650561","chessboard.py",""
"e","o","","102","1612833650682","chessboard.py",""
"k","o","","103","1612833650683","chessboard.py",""
"a","Right","","","1612833651438","chessboard.py",""
"a","Right","","","1612833651602","chessboard.py",""
"a","Enter","","","1612833651954","chessboard.py",""
"e","    
","","106","1612833651964","chessboard.py",""
"e","s","","74","1612833672630","chessboard.py",""
"k","s","","75","1612833672630","chessboard.py",""
"e","t","","75","1612833672760","chessboard.py",""
"k","t","","76","1612833672760","chessboard.py",""
"e","a","","76","1612833672854","chessboard.py",""
"k","a","","77","1612833672855","chessboard.py",""
"e","r","","77","1612833673010","chessboard.py",""
"k","r","","78","1612833673010","chessboard.py",""
"e","t","","78","1612833673486","chessboard.py",""
"k","t","","79","1612833673487","chessboard.py",""
"e","X","","79","1612833674444","chessboard.py",""
"k","X","","80","1612833674445","chessboard.py",""
"e",",","","80","1612833677409","chessboard.py",""
"k",",","","81","1612833677410","chessboard.py",""
"e"," ","","81","1612833677480","chessboard.py",""
"k"," ","","82","1612833677481","chessboard.py",""
"e","S","","82","1612833677998","chessboard.py",""
"k","S","","83","1612833677998","chessboard.py",""
"e","t","","83","1612833678262","chessboard.py",""
"k","t","","84","1612833678263","chessboard.py",""
"e","a","","84","1612833678361","chessboard.py",""
"k","a","","85","1612833678361","chessboard.py",""
"e","r","","85","1612833678478","chessboard.py",""
"k","r","","86","1612833678479","chessboard.py",""
"e","t","","86","1612833678732","chessboard.py",""
"k","t","","87","1612833678732","chessboard.py",""
"a","Backspace","","","1612833679190","chessboard.py",""
"e","","t","86","1612833679196","chessboard.py",""
"a","Backspace","","","1612833679366","chessboard.py",""
"e","","r","85","1612833679373","chessboard.py",""
"a","Backspace","","","1612833679537","chessboard.py",""
"e","","a","84","1612833679545","chessboard.py",""
"a","Backspace","","","1612833679701","chessboard.py",""
"e","","t","83","1612833679707","chessboard.py",""
"a","Backspace","","","1612833679859","chessboard.py",""
"e","","S","82","1612833679865","chessboard.py",""
"e","s","","82","1612833679996","chessboard.py",""
"k","s","","83","1612833679997","chessboard.py",""
"e","t","","83","1612833680115","chessboard.py",""
"k","t","","84","1612833680115","chessboard.py",""
"e","a","","84","1612833680250","chessboard.py",""
"k","a","","85","1612833680250","chessboard.py",""
"e","r","","85","1612833680403","chessboard.py",""
"k","r","","86","1612833680404","chessboard.py",""
"e","t","","86","1612833680631","chessboard.py",""
"k","t","","87","1612833680632","chessboard.py",""
"e","Y","","87","1612833682355","chessboard.py",""
"k","Y","","88","1612833682356","chessboard.py",""
"e",",","","88","1612833683174","chessboard.py",""
"k",",","","89","1612833683175","chessboard.py",""
"e"," ","","89","1612833683352","chessboard.py",""
"k"," ","","90","1612833683353","chessboard.py",""
"e","w","","90","1612833685653","chessboard.py",""
"k","w","","91","1612833685653","chessboard.py",""
"e","i","","91","1612833685735","chessboard.py",""
"k","i","","92","1612833685736","chessboard.py",""
"e","d","","92","1612833686418","chessboard.py",""
"k","d","","93","1612833686419","chessboard.py",""
"e","t","","93","1612833686907","chessboard.py",""
"k","t","","94","1612833686908","chessboard.py",""
"e","h","","94","1612833687036","chessboard.py",""
"k","h","","95","1612833687036","chessboard.py",""
"e","=","","95","1612833688390","chessboard.py",""
"k","=","","96","1612833688391","chessboard.py",""
"e","1","","96","1612833689409","chessboard.py",""
"k","1","","97","1612833689410","chessboard.py",""
"e","5","","97","1612833689865","chessboard.py",""
"k","5","","98","1612833689866","chessboard.py",""
"e","0","","98","1612833689942","chessboard.py",""
"k","0","","99","1612833689943","chessboard.py",""
"a","Backspace","","","1612833691102","chessboard.py",""
"e","","0","98","1612833691107","chessboard.py",""
"a","Backspace","","","1612833691283","chessboard.py",""
"e","","5","97","1612833691290","chessboard.py",""
"a","Backspace","","","1612833691454","chessboard.py",""
"e","","1","96","1612833691460","chessboard.py",""
"e","2","","96","1612833692165","chessboard.py",""
"k","2","","97","1612833692165","chessboard.py",""
"e","5","","97","1612833692631","chessboard.py",""
"k","5","","98","1612833692631","chessboard.py",""
"e","0","","98","1612833692683","chessboard.py",""
"k","0","","99","1612833692683","chessboard.py",""
"e",",","","99","1612833693965","chessboard.py",""
"k",",","","100","1612833693966","chessboard.py",""
"e","h","","100","1612833694822","chessboard.py",""
"k","h","","101","1612833694823","chessboard.py",""
"e","e","","101","1612833694916","chessboard.py",""
"k","e","","102","1612833694917","chessboard.py",""
"e","i","","102","1612833695040","chessboard.py",""
"k","i","","103","1612833695040","chessboard.py",""
"e","g","","103","1612833695232","chessboard.py",""
"k","g","","104","1612833695233","chessboard.py",""
"e","h","","104","1612833695323","chessboard.py",""
"k","h","","105","1612833695323","chessboard.py",""
"e","t","","105","1612833696722","chessboard.py",""
"k","t","","106","1612833696723","chessboard.py",""
"e","=","","106","1612833698008","chessboard.py",""
"k","=","","107","1612833698009","chessboard.py",""
"e","2","","107","1612833699254","chessboard.py",""
"k","2","","108","1612833699254","chessboard.py",""
"e","5","","108","1612833699650","chessboard.py",""
"k","5","","109","1612833699651","chessboard.py",""
"e","0","","109","1612833699738","chessboard.py",""
"k","0","","110","1612833699739","chessboard.py",""
"a","Down","","","1612833701122","chessboard.py",""
"e"," ","","100","1612833712458","chessboard.py",""
"k"," ","","101","1612833712459","chessboard.py",""
"a","Close Active Editor","","","1612833826146","chessboard.py",""
"a","Deleting file chessboard.py","","","1612833830033","chessboard.py",""
"a","Deleting file task2.py","","","1612833844314","chessboard.py",""
"a","Undo Deleting file task2.py","","","1612833873163","chessboard.py",""
"a","Undo Deleting file task2.py","","","1612833877724","chessboard.py",""
"a","Undo Create Python script task2","","","1612833879125","chessboard.py",""
"a","Undo Create Python script task2","","","1612833881304","chessboard.py",""
"e","m","","542","1612833921952","task2.py",""
"k","m","","543","1612833921952","task2.py",""
"e","a","","543","1612833922035","task2.py",""
"k","a","","544","1612833922041","task2.py",""
"e","i","","544","1612833922093","task2.py",""
"k","i","","545","1612833922099","task2.py",""
"e","n","","545","1612833922146","task2.py",""
"k","n","","546","1612833922151","task2.py",""
"e","(","","546","1612833923188","task2.py",""
"e",")","","547","1612833923198","task2.py",""
"k","(","","547","1612833923199","task2.py",""
"k",")","","548","1612833923387","task2.py",""
"a","Backspace","","","1612833976990","task2.py",""
"e","","l","191","1612833977002","task2.py",""
"a","Backspace","","","1612833977221","task2.py",""
"e","","a","190","1612833977230","task2.py",""
"a","Backspace","","","1612833977409","task2.py",""
"e","","v","189","1612833977419","task2.py",""
"a","Backspace","","","1612833977565","task2.py",""
"e","","e","188","1612833977578","task2.py",""
"a","Right","","","1612833977795","task2.py",""
"a","Backspace","","","1612833978133","task2.py",""
"e","","(","188","1612833978144","task2.py",""
"a","Right","","","1612833978257","task2.py",""
"a","Right","","","1612833978789","task2.py",""
"a","Right","","","1612833978820","task2.py",""
"a","Right","","","1612833978850","task2.py",""
"a","Right","","","1612833978882","task2.py",""
"a","Right","","","1612833978911","task2.py",""
"a","Right","","","1612833978943","task2.py",""
"a","Right","","","1612833978971","task2.py",""
"a","Right","","","1612833979001","task2.py",""
"a","Right","","","1612833979032","task2.py",""
"a","Right","","","1612833979062","task2.py",""
"a","Right","","","1612833979095","task2.py",""
"a","Right","","","1612833979122","task2.py",""
"a","Right","","","1612833979152","task2.py",""
"a","Right","","","1612833979198","task2.py",""
"a","Right","","","1612833979227","task2.py",""
"a","Right","","","1612833979257","task2.py",""
"a","Right","","","1612833979286","task2.py",""
"a","Right","","","1612833979316","task2.py",""
"a","Right","","","1612833979347","task2.py",""
"a","Right","","","1612833979379","task2.py",""
